HourOfDay	DayOfWeek	WeekOfYear	Month	SolarSurface	AvgGenArea	Consumed	UvIndex	GeneratedSolar
23	0	34	8	18.00	1.00	2046.00	0.00	19.62
23	0	34	8	17.00	1.00	1233.00	0.00	17.51
23	0	34	8	13.00	1.00	1599.00	0.00	12.87
0	1	35	8	15.00	1.00	225.00	0.00	13.50
0	1	35	8	10.00	1.00	1747.00	0.00	9.20
0	1	35	8	8.00	1.00	394.00	0.00	7.36
0	1	35	8	8.00	1.00	2363.00	0.00	7.68
0	1	35	8	12.00	1.00	1866.00	0.00	11.04
0	1	35	8	14.00	1.00	3376.00	0.00	15.12
0	1	35	8	10.00	1.00	2000.00	0.00	10.50
0	1	35	8	18.00	1.00	3320.00	0.00	19.44
0	1	35	8	17.00	1.00	2889.00	0.00	15.64
0	1	35	8	13.00	1.00	2754.00	0.00	14.04
1	1	35	8	15.00	1.00	2682.00	0.00	13.95
1	1	35	8	10.00	1.00	2403.00	0.00	9.00
1	1	35	8	8.00	1.00	2818.00	0.00	8.48
1	1	35	8	8.00	1.00	3591.00	0.00	8.56
1	1	35	8	12.00	1.00	3065.00	0.00	12.24
1	1	35	8	14.00	1.00	14.00	0.00	14.14
1	1	35	8	10.00	1.00	2302.00	0.00	9.70
1	1	35	8	18.00	1.00	1407.00	0.00	16.38
1	1	35	8	17.00	1.00	2274.00	0.00	16.66
1	1	35	8	13.00	1.00	168.00	0.00	13.39
2	1	35	8	15.00	1.00	1097.00	0.00	13.80
2	1	35	8	10.00	1.00	2792.00	0.00	9.20
2	1	35	8	8.00	1.00	122.00	0.00	7.20
2	1	35	8	8.00	1.00	1721.00	0.00	8.32
2	1	35	8	12.00	1.00	661.00	0.00	11.64
2	1	35	8	14.00	1.00	3751.00	0.00	13.72
2	1	35	8	10.00	1.00	3197.00	0.00	9.80
2	1	35	8	18.00	1.00	1481.00	0.00	16.92
2	1	35	8	17.00	1.00	2147.00	0.00	15.30
2	1	35	8	13.00	1.00	1751.00	0.00	13.26
3	1	35	8	15.00	1.00	1686.00	0.00	14.10
3	1	35	8	10.00	1.00	1486.00	0.00	10.90
3	1	35	8	8.00	1.00	3661.00	0.00	8.56
3	1	35	8	8.00	1.00	811.00	0.00	7.92
3	1	35	8	12.00	1.00	2268.00	0.00	11.76
3	1	35	8	14.00	1.00	2140.00	0.00	13.72
3	1	35	8	10.00	1.00	3443.00	0.00	9.10
3	1	35	8	18.00	1.00	3694.00	0.00	18.18
3	1	35	8	17.00	1.00	1399.00	0.00	17.17
3	1	35	8	13.00	1.00	3124.00	0.00	13.13
4	1	35	8	15.00	1.00	1716.00	0.00	16.35
4	1	35	8	10.00	1.00	1829.00	0.00	10.00
4	1	35	8	8.00	1.00	2595.00	0.00	7.76
4	1	35	8	8.00	1.00	2353.00	0.00	8.08
4	1	35	8	12.00	1.00	2917.00	0.00	11.64
4	1	35	8	14.00	1.00	3484.00	0.00	13.44
4	1	35	8	10.00	1.00	908.00	0.00	10.80
4	1	35	8	18.00	1.00	2792.00	0.00	19.08
4	1	35	8	17.00	1.00	2955.00	0.00	16.32
4	1	35	8	13.00	1.00	411.00	0.00	13.78
5	1	35	8	15.00	1.00	2039.00	0.00	15.15
5	1	35	8	10.00	1.00	3222.00	0.00	9.00
5	1	35	8	8.00	1.00	3495.00	0.00	8.32
5	1	35	8	8.00	1.00	2183.00	0.00	8.56
5	1	35	8	12.00	1.00	1118.00	0.00	11.28
5	1	35	8	14.00	1.00	2639.00	0.00	14.84
5	1	35	8	10.00	1.00	3379.00	0.00	10.90
5	1	35	8	18.00	1.00	3244.00	0.00	17.64
5	1	35	8	17.00	1.00	2053.00	0.00	18.19
5	1	35	8	13.00	1.00	929.00	0.00	11.70
6	1	35	8	15.00	1.00	3476.00	0.00	14.40
6	1	35	8	10.00	1.00	2689.00	0.00	10.60
6	1	35	8	8.00	1.00	2209.00	0.00	7.52
6	1	35	8	8.00	1.00	3331.00	0.00	8.08
6	1	35	8	12.00	1.00	3487.00	0.00	10.92
6	1	35	8	14.00	1.00	3291.00	0.00	14.28
6	1	35	8	10.00	1.00	1929.00	0.00	10.00
6	1	35	8	18.00	1.00	1936.00	0.00	16.92
6	1	35	8	17.00	1.00	2884.00	0.00	16.49
6	1	35	8	13.00	1.00	1938.00	0.00	13.52
7	1	35	8	15.00	81.00	210.00	5.00	1275.75
7	1	35	8	10.00	81.00	381.00	5.00	785.70
7	1	35	8	8.00	81.00	2734.00	5.00	699.84
7	1	35	8	8.00	81.00	395.00	5.00	699.84
7	1	35	8	12.00	81.00	3962.00	5.00	1020.60
7	1	35	8	14.00	81.00	3166.00	5.00	1202.04
7	1	35	8	10.00	81.00	2347.00	5.00	842.40
7	1	35	8	18.00	81.00	2815.00	5.00	1530.90
7	1	35	8	17.00	81.00	1430.00	5.00	1418.31
7	1	35	8	13.00	81.00	763.00	5.00	1063.53
8	1	35	8	15.00	161.00	190.00	10.00	2294.25
8	1	35	8	10.00	161.00	1435.00	10.00	1593.90
8	1	35	8	8.00	161.00	3943.00	10.00	1326.64
8	1	35	8	8.00	161.00	1886.00	10.00	1184.96
8	1	35	8	12.00	161.00	3843.00	10.00	1970.64
8	1	35	8	14.00	161.00	700.00	10.00	2208.92
8	1	35	8	10.00	161.00	2117.00	10.00	1690.50
8	1	35	8	18.00	161.00	1072.00	10.00	2869.02
8	1	35	8	17.00	161.00	2940.00	10.00	2737.00
8	1	35	8	13.00	161.00	2164.00	10.00	2197.65
9	1	35	8	15.00	241.00	1980.00	15.00	3687.30
9	1	35	8	10.00	241.00	278.00	15.00	2193.10
9	1	35	8	8.00	241.00	3313.00	15.00	1754.48
9	1	35	8	8.00	241.00	3779.00	15.00	1754.48
9	1	35	8	12.00	241.00	2021.00	15.00	2978.76
9	1	35	8	14.00	241.00	175.00	15.00	3576.44
9	1	35	8	10.00	241.00	2103.00	15.00	2217.20
9	1	35	8	18.00	241.00	2892.00	15.00	4077.72
9	1	35	8	17.00	241.00	3999.00	15.00	4137.97
9	1	35	8	13.00	241.00	3738.00	15.00	3070.34
10	1	35	8	15.00	401.00	1791.00	25.00	6075.15
10	1	35	8	10.00	401.00	3284.00	25.00	3969.90
10	1	35	8	8.00	401.00	2517.00	25.00	3240.08
10	1	35	8	8.00	401.00	791.00	25.00	3496.72
10	1	35	8	12.00	401.00	2065.00	25.00	4427.04
10	1	35	8	14.00	401.00	3783.00	25.00	5221.02
10	1	35	8	10.00	401.00	168.00	25.00	4090.20
10	1	35	8	18.00	401.00	3150.00	25.00	7290.18
10	1	35	8	17.00	401.00	1672.00	25.00	7430.53
10	1	35	8	13.00	401.00	3324.00	25.00	4952.35
11	1	35	8	15.00	641.00	737.00	40.00	10288.05
11	1	35	8	10.00	641.00	530.00	40.00	6730.50
11	1	35	8	8.00	641.00	1477.00	40.00	4769.04
11	1	35	8	8.00	641.00	1093.00	40.00	4615.20
11	1	35	8	12.00	641.00	2958.00	40.00	7384.32
11	1	35	8	14.00	641.00	2045.00	40.00	9332.96
11	1	35	8	10.00	641.00	3267.00	40.00	6089.50
11	1	35	8	18.00	641.00	750.00	40.00	12576.42
11	1	35	8	17.00	641.00	924.00	40.00	9807.30
11	1	35	8	13.00	641.00	1761.00	40.00	8249.67
12	1	35	8	15.00	961.00	3600.00	60.00	15279.90
12	1	35	8	10.00	961.00	736.00	60.00	10186.60
12	1	35	8	8.00	961.00	3430.00	60.00	7380.48
12	1	35	8	8.00	961.00	398.00	60.00	7534.24
12	1	35	8	12.00	961.00	1662.00	60.00	12569.88
12	1	35	8	14.00	961.00	595.00	60.00	13992.16
12	1	35	8	10.00	961.00	2418.00	60.00	9994.40
12	1	35	8	18.00	961.00	1489.00	60.00	15568.20
12	1	35	8	17.00	961.00	1321.00	60.00	16827.11
12	1	35	8	13.00	961.00	845.00	60.00	12867.79
13	1	35	8	15.00	641.00	2885.00	40.00	9711.15
13	1	35	8	10.00	641.00	1542.00	40.00	6858.70
13	1	35	8	8.00	641.00	2729.00	40.00	5435.68
13	1	35	8	8.00	641.00	3156.00	40.00	5230.56
13	1	35	8	12.00	641.00	1481.00	40.00	6999.72
13	1	35	8	14.00	641.00	3062.00	40.00	9422.70
13	1	35	8	10.00	641.00	3399.00	40.00	6922.80
13	1	35	8	18.00	641.00	3956.00	40.00	12576.42
13	1	35	8	17.00	641.00	2358.00	40.00	10570.09
13	1	35	8	13.00	641.00	1205.00	40.00	8832.98
14	1	35	8	15.00	401.00	3745.00	25.00	6496.20
14	1	35	8	10.00	401.00	3646.00	25.00	3849.60
14	1	35	8	8.00	401.00	2219.00	25.00	2887.20
14	1	35	8	8.00	401.00	2783.00	25.00	3400.48
14	1	35	8	12.00	401.00	2458.00	25.00	5052.60
14	1	35	8	14.00	401.00	2815.00	25.00	5614.00
14	1	35	8	10.00	401.00	1119.00	25.00	4050.10
14	1	35	8	18.00	401.00	458.00	25.00	7651.08
14	1	35	8	17.00	401.00	1745.00	25.00	6135.30
14	1	35	8	13.00	401.00	2522.00	25.00	5056.61
15	1	35	8	15.00	241.00	2594.00	15.00	3398.10
15	1	35	8	10.00	241.00	2400.00	15.00	2169.00
15	1	35	8	8.00	241.00	3847.00	15.00	1985.84
15	1	35	8	8.00	241.00	3444.00	15.00	1812.32
15	1	35	8	12.00	241.00	231.00	15.00	2949.84
15	1	35	8	14.00	241.00	347.00	15.00	3036.60
15	1	35	8	10.00	241.00	1453.00	15.00	2410.00
15	1	35	8	18.00	241.00	2633.00	15.00	4121.10
15	1	35	8	17.00	241.00	3835.00	15.00	4015.06
15	1	35	8	13.00	241.00	1041.00	15.00	3039.01
16	1	35	8	15.00	161.00	3802.00	10.00	2584.05
16	1	35	8	10.00	161.00	1767.00	10.00	1449.00
16	1	35	8	8.00	161.00	207.00	10.00	1378.16
16	1	35	8	8.00	161.00	2598.00	10.00	1197.84
16	1	35	8	12.00	161.00	3531.00	10.00	1738.80
16	1	35	8	14.00	161.00	3708.00	10.00	2456.86
16	1	35	8	10.00	161.00	762.00	10.00	1513.40
16	1	35	8	18.00	161.00	1136.00	10.00	2637.18
16	1	35	8	17.00	161.00	2816.00	10.00	2928.59
16	1	35	8	13.00	161.00	205.00	10.00	1988.35
17	1	35	8	15.00	161.00	3757.00	10.00	2318.40
17	1	35	8	10.00	161.00	2859.00	10.00	1465.10
17	1	35	8	8.00	161.00	1706.00	10.00	1313.76
17	1	35	8	8.00	161.00	822.00	10.00	1197.84
17	1	35	8	12.00	161.00	755.00	10.00	2105.88
17	1	35	8	14.00	161.00	287.00	10.00	2321.62
17	1	35	8	10.00	161.00	444.00	10.00	1465.10
17	1	35	8	18.00	161.00	1046.00	10.00	3013.92
17	1	35	8	17.00	161.00	2409.00	10.00	2791.74
17	1	35	8	13.00	161.00	2441.00	10.00	2176.72
18	1	35	8	15.00	241.00	2283.00	15.00	3795.75
18	1	35	8	10.00	241.00	2900.00	15.00	2578.70
18	1	35	8	8.00	241.00	331.00	15.00	1754.48
18	1	35	8	8.00	241.00	1285.00	15.00	2062.96
18	1	35	8	12.00	241.00	3983.00	15.00	2747.40
18	1	35	8	14.00	241.00	2856.00	15.00	3542.70
18	1	35	8	10.00	241.00	1294.00	15.00	2506.40
18	1	35	8	18.00	241.00	3769.00	15.00	4685.04
18	1	35	8	17.00	241.00	1217.00	15.00	4383.79
18	1	35	8	13.00	241.00	1729.00	15.00	3320.98
19	1	35	8	15.00	1.00	3974.00	0.00	16.05
19	1	35	8	10.00	1.00	3265.00	0.00	10.20
19	1	35	8	8.00	1.00	3555.00	0.00	7.44
19	1	35	8	8.00	1.00	442.00	0.00	8.56
19	1	35	8	12.00	1.00	3314.00	0.00	11.76
19	1	35	8	14.00	1.00	1168.00	0.00	14.42
19	1	35	8	10.00	1.00	2566.00	0.00	10.90
19	1	35	8	18.00	1.00	3058.00	0.00	17.10
19	1	35	8	17.00	1.00	1455.00	0.00	15.47
19	1	35	8	13.00	1.00	2096.00	0.00	13.26
20	1	35	8	15.00	1.00	3492.00	0.00	15.15
20	1	35	8	10.00	1.00	21.00	0.00	10.80
20	1	35	8	8.00	1.00	3929.00	0.00	7.84
20	1	35	8	8.00	1.00	2961.00	0.00	7.76
20	1	35	8	12.00	1.00	3226.00	0.00	11.16
20	1	35	8	14.00	1.00	1311.00	0.00	13.58
20	1	35	8	10.00	1.00	1244.00	0.00	10.50
20	1	35	8	18.00	1.00	3080.00	0.00	18.90
20	1	35	8	17.00	1.00	167.00	0.00	18.36
20	1	35	8	13.00	1.00	837.00	0.00	13.00
21	1	35	8	15.00	1.00	3026.00	0.00	14.10
21	1	35	8	10.00	1.00	1782.00	0.00	10.70
21	1	35	8	8.00	1.00	1896.00	0.00	7.68
21	1	35	8	8.00	1.00	271.00	0.00	8.40
21	1	35	8	12.00	1.00	645.00	0.00	10.80
21	1	35	8	14.00	1.00	2001.00	0.00	14.98
21	1	35	8	10.00	1.00	1253.00	0.00	10.30
21	1	35	8	18.00	1.00	3937.00	0.00	19.26
21	1	35	8	17.00	1.00	2582.00	0.00	15.47
21	1	35	8	13.00	1.00	822.00	0.00	12.61
22	1	35	8	15.00	1.00	500.00	0.00	15.00
22	1	35	8	10.00	1.00	2540.00	0.00	10.80
22	1	35	8	8.00	1.00	1306.00	0.00	7.84
22	1	35	8	8.00	1.00	2608.00	0.00	8.00
22	1	35	8	12.00	1.00	2068.00	0.00	12.84
22	1	35	8	14.00	1.00	172.00	0.00	14.84
22	1	35	8	10.00	1.00	1638.00	0.00	10.60
22	1	35	8	18.00	1.00	3215.00	0.00	17.28
22	1	35	8	17.00	1.00	1947.00	0.00	18.53
22	1	35	8	13.00	1.00	3799.00	0.00	13.39
23	1	35	8	15.00	1.00	1188.00	0.00	14.10
23	1	35	8	10.00	1.00	105.00	0.00	10.40
23	1	35	8	8.00	1.00	3594.00	0.00	8.64
23	1	35	8	8.00	1.00	1816.00	0.00	8.16
23	1	35	8	12.00	1.00	3073.00	0.00	11.76
23	1	35	8	14.00	1.00	1107.00	0.00	14.56
23	1	35	8	10.00	1.00	1337.00	0.00	10.20
23	1	35	8	18.00	1.00	378.00	0.00	18.54
23	1	35	8	17.00	1.00	982.00	0.00	18.02
23	1	35	8	13.00	1.00	73.00	0.00	11.70
0	2	35	8	15.00	1.00	404.00	0.00	16.20
0	2	35	8	10.00	1.00	2081.00	0.00	9.30
0	2	35	8	8.00	1.00	3272.00	0.00	7.68
0	2	35	8	8.00	1.00	1113.00	0.00	8.24
0	2	35	8	12.00	1.00	277.00	0.00	10.80
0	2	35	8	14.00	1.00	2307.00	0.00	15.26
0	2	35	8	10.00	1.00	1776.00	0.00	10.90
0	2	35	8	18.00	1.00	921.00	0.00	19.62
0	2	35	8	17.00	1.00	3596.00	0.00	16.66
0	2	35	8	13.00	1.00	2129.00	0.00	13.39
1	2	35	8	15.00	1.00	292.00	0.00	15.45
1	2	35	8	10.00	1.00	487.00	0.00	9.40
1	2	35	8	8.00	1.00	2271.00	0.00	8.48
1	2	35	8	8.00	1.00	1967.00	0.00	7.76
1	2	35	8	12.00	1.00	853.00	0.00	12.48
1	2	35	8	14.00	1.00	2996.00	0.00	15.26
1	2	35	8	10.00	1.00	2578.00	0.00	9.90
1	2	35	8	18.00	1.00	525.00	0.00	16.20
1	2	35	8	17.00	1.00	740.00	0.00	15.64
1	2	35	8	13.00	1.00	519.00	0.00	13.52
2	2	35	8	15.00	1.00	1456.00	0.00	14.10
2	2	35	8	10.00	1.00	1484.00	0.00	9.80
2	2	35	8	8.00	1.00	528.00	0.00	8.40
2	2	35	8	8.00	1.00	821.00	0.00	7.60
2	2	35	8	12.00	1.00	1816.00	0.00	11.64
2	2	35	8	14.00	1.00	3732.00	0.00	14.42
2	2	35	8	10.00	1.00	1934.00	0.00	10.10
2	2	35	8	18.00	1.00	3505.00	0.00	17.28
2	2	35	8	17.00	1.00	233.00	0.00	18.19
2	2	35	8	13.00	1.00	3001.00	0.00	13.52
3	2	35	8	15.00	1.00	737.00	0.00	14.70
3	2	35	8	10.00	1.00	3178.00	0.00	10.10
3	2	35	8	8.00	1.00	972.00	0.00	7.28
3	2	35	8	8.00	1.00	1363.00	0.00	7.36
3	2	35	8	12.00	1.00	3376.00	0.00	11.76
3	2	35	8	14.00	1.00	949.00	0.00	12.88
3	2	35	8	10.00	1.00	2239.00	0.00	9.30
3	2	35	8	18.00	1.00	1290.00	0.00	17.28
3	2	35	8	17.00	1.00	3372.00	0.00	17.34
3	2	35	8	13.00	1.00	2714.00	0.00	12.48
4	2	35	8	15.00	1.00	763.00	0.00	14.25
4	2	35	8	10.00	1.00	1093.00	0.00	9.20
4	2	35	8	8.00	1.00	157.00	0.00	8.00
4	2	35	8	8.00	1.00	3953.00	0.00	7.44
4	2	35	8	12.00	1.00	506.00	0.00	11.52
4	2	35	8	14.00	1.00	250.00	0.00	13.16
4	2	35	8	10.00	1.00	3831.00	0.00	9.90
4	2	35	8	18.00	1.00	165.00	0.00	18.72
4	2	35	8	17.00	1.00	2610.00	0.00	18.02
4	2	35	8	13.00	1.00	2141.00	0.00	12.35
5	2	35	8	15.00	1.00	3807.00	0.00	13.50
5	2	35	8	10.00	1.00	2064.00	0.00	10.50
5	2	35	8	8.00	1.00	1749.00	0.00	7.68
5	2	35	8	8.00	1.00	3988.00	0.00	8.32
5	2	35	8	12.00	1.00	45.00	0.00	11.16
5	2	35	8	14.00	1.00	179.00	0.00	13.30
5	2	35	8	10.00	1.00	134.00	0.00	10.40
5	2	35	8	18.00	1.00	938.00	0.00	17.82
5	2	35	8	17.00	1.00	1118.00	0.00	15.47
5	2	35	8	13.00	1.00	238.00	0.00	12.35
6	2	35	8	15.00	1.00	471.00	0.00	13.50
6	2	35	8	10.00	1.00	1268.00	0.00	9.00
6	2	35	8	8.00	1.00	202.00	0.00	8.16
6	2	35	8	8.00	1.00	937.00	0.00	8.40
6	2	35	8	12.00	1.00	1075.00	0.00	12.84
6	2	35	8	14.00	1.00	3892.00	0.00	14.00
6	2	35	8	10.00	1.00	3235.00	0.00	10.10
6	2	35	8	18.00	1.00	1298.00	0.00	18.54
6	2	35	8	17.00	1.00	2467.00	0.00	16.66
6	2	35	8	13.00	1.00	414.00	0.00	14.04
7	2	35	8	15.00	81.00	784.00	5.00	1154.25
7	2	35	8	10.00	81.00	1211.00	5.00	858.60
7	2	35	8	8.00	81.00	803.00	5.00	693.36
7	2	35	8	8.00	81.00	1767.00	5.00	622.08
7	2	35	8	12.00	81.00	1888.00	5.00	962.28
7	2	35	8	14.00	81.00	2134.00	5.00	1236.06
7	2	35	8	10.00	81.00	864.00	5.00	785.70
7	2	35	8	18.00	81.00	3638.00	5.00	1443.42
7	2	35	8	17.00	81.00	1787.00	5.00	1487.16
7	2	35	8	13.00	81.00	1175.00	5.00	1137.24
8	2	35	8	15.00	161.00	2035.00	10.00	2487.45
8	2	35	8	10.00	161.00	3628.00	10.00	1481.20
8	2	35	8	8.00	161.00	1114.00	10.00	1288.00
8	2	35	8	8.00	161.00	3619.00	10.00	1275.12
8	2	35	8	12.00	161.00	607.00	10.00	1874.04
8	2	35	8	14.00	161.00	1743.00	10.00	2389.24
8	2	35	8	10.00	161.00	614.00	10.00	1545.60
8	2	35	8	18.00	161.00	3419.00	10.00	3042.90
8	2	35	8	17.00	161.00	2904.00	10.00	2627.52
8	2	35	8	13.00	161.00	1604.00	10.00	2051.14
9	2	35	8	15.00	241.00	1290.00	15.00	3759.60
9	2	35	8	10.00	241.00	1534.00	15.00	2530.50
9	2	35	8	8.00	241.00	3906.00	15.00	1831.60
9	2	35	8	8.00	241.00	1420.00	15.00	1947.28
9	2	35	8	12.00	241.00	2971.00	15.00	2776.32
9	2	35	8	14.00	241.00	3924.00	15.00	3272.78
9	2	35	8	10.00	241.00	2549.00	15.00	2506.40
9	2	35	8	18.00	241.00	3153.00	15.00	4251.24
9	2	35	8	17.00	241.00	3625.00	15.00	3728.27
9	2	35	8	13.00	241.00	2389.00	15.00	3320.98
10	2	35	8	15.00	401.00	1774.00	25.00	6255.60
10	2	35	8	10.00	401.00	1333.00	25.00	3649.10
10	2	35	8	8.00	401.00	2216.00	25.00	3304.24
10	2	35	8	8.00	401.00	981.00	25.00	2983.44
10	2	35	8	12.00	401.00	2522.00	25.00	4763.88
10	2	35	8	14.00	401.00	796.00	25.00	5726.28
10	2	35	8	10.00	401.00	2062.00	25.00	3609.00
10	2	35	8	18.00	401.00	1411.00	25.00	7290.18
10	2	35	8	17.00	401.00	3041.00	25.00	7157.85
10	2	35	8	13.00	401.00	2096.00	25.00	5317.26
11	2	35	8	15.00	641.00	484.00	40.00	9999.60
11	2	35	8	10.00	641.00	2553.00	40.00	6474.10
11	2	35	8	8.00	641.00	3302.00	40.00	5384.40
11	2	35	8	8.00	641.00	2849.00	40.00	5333.12
11	2	35	8	12.00	641.00	3895.00	40.00	7999.68
11	2	35	8	14.00	641.00	1591.00	40.00	9512.44
11	2	35	8	10.00	641.00	3379.00	40.00	6922.80
11	2	35	8	18.00	641.00	1038.00	40.00	11884.14
11	2	35	8	17.00	641.00	1673.00	40.00	10352.15
11	2	35	8	13.00	641.00	2903.00	40.00	8666.32
12	2	35	8	15.00	961.00	1329.00	60.00	15135.75
12	2	35	8	10.00	961.00	2775.00	60.00	10378.80
12	2	35	8	8.00	961.00	811.00	60.00	7072.96
12	2	35	8	8.00	961.00	748.00	60.00	8379.92
12	2	35	8	12.00	961.00	310.00	60.00	10378.80
12	2	35	8	14.00	961.00	1172.00	60.00	12108.60
12	2	35	8	10.00	961.00	1116.00	60.00	9129.50
12	2	35	8	18.00	961.00	2422.00	60.00	18508.86
12	2	35	8	17.00	961.00	1694.00	60.00	17480.59
12	2	35	8	13.00	961.00	3358.00	60.00	12617.93
13	2	35	8	15.00	641.00	1892.00	40.00	10191.90
13	2	35	8	10.00	641.00	1918.00	40.00	6410.00
13	2	35	8	8.00	641.00	838.00	40.00	5435.68
13	2	35	8	8.00	641.00	643.00	40.00	4871.60
13	2	35	8	12.00	641.00	1333.00	40.00	8153.52
13	2	35	8	14.00	641.00	1365.00	40.00	8166.34
13	2	35	8	10.00	641.00	3609.00	40.00	5769.00
13	2	35	8	18.00	641.00	1483.00	40.00	11999.52
13	2	35	8	17.00	641.00	3551.00	40.00	10243.18
13	2	35	8	13.00	641.00	2198.00	40.00	8333.00
14	2	35	8	15.00	401.00	2194.00	25.00	6375.90
14	2	35	8	10.00	401.00	2591.00	25.00	4130.30
14	2	35	8	8.00	401.00	2043.00	25.00	3464.64
14	2	35	8	8.00	401.00	2584.00	25.00	2951.36
14	2	35	8	12.00	401.00	283.00	25.00	5196.96
14	2	35	8	14.00	401.00	3353.00	25.00	5445.58
14	2	35	8	10.00	401.00	3514.00	25.00	4250.60
14	2	35	8	18.00	401.00	1283.00	25.00	7795.44
14	2	35	8	17.00	401.00	1691.00	25.00	7226.02
14	2	35	8	13.00	401.00	3711.00	25.00	5577.91
15	2	35	8	15.00	241.00	3267.00	15.00	3904.20
15	2	35	8	10.00	241.00	2854.00	15.00	2313.60
15	2	35	8	8.00	241.00	2759.00	15.00	2101.52
15	2	35	8	8.00	241.00	1506.00	15.00	1831.60
15	2	35	8	12.00	241.00	2102.00	15.00	2892.00
15	2	35	8	14.00	241.00	3896.00	15.00	3272.78
15	2	35	8	10.00	241.00	135.00	15.00	2602.80
15	2	35	8	18.00	241.00	1088.00	15.00	4728.42
15	2	35	8	17.00	241.00	3492.00	15.00	4342.82
15	2	35	8	13.00	241.00	1273.00	15.00	3133.00
16	2	35	8	15.00	161.00	2515.00	10.00	2197.65
16	2	35	8	10.00	161.00	3081.00	10.00	1513.40
16	2	35	8	8.00	161.00	1014.00	10.00	1391.04
16	2	35	8	8.00	161.00	659.00	10.00	1288.00
16	2	35	8	12.00	161.00	1647.00	10.00	2105.88
16	2	35	8	14.00	161.00	3187.00	10.00	2276.54
16	2	35	8	10.00	161.00	2295.00	10.00	1449.00
16	2	35	8	18.00	161.00	134.00	10.00	2955.96
16	2	35	8	17.00	161.00	3812.00	10.00	2572.78
16	2	35	8	13.00	161.00	1021.00	10.00	2155.79
17	2	35	8	15.00	161.00	2974.00	10.00	2294.25
17	2	35	8	10.00	161.00	1700.00	10.00	1465.10
17	2	35	8	8.00	161.00	1694.00	10.00	1326.64
17	2	35	8	8.00	161.00	3213.00	10.00	1391.04
17	2	35	8	12.00	161.00	2542.00	10.00	2067.24
17	2	35	8	14.00	161.00	3752.00	10.00	2254.00
17	2	35	8	10.00	161.00	2195.00	10.00	1722.70
17	2	35	8	18.00	161.00	1200.00	10.00	3071.88
17	2	35	8	17.00	161.00	2307.00	10.00	2791.74
17	2	35	8	13.00	161.00	2932.00	10.00	2197.65
18	2	35	8	15.00	241.00	350.00	15.00	3361.95
18	2	35	8	10.00	241.00	547.00	15.00	2337.70
18	2	35	8	8.00	241.00	2361.00	15.00	2101.52
18	2	35	8	8.00	241.00	1395.00	15.00	2101.52
18	2	35	8	12.00	241.00	3833.00	15.00	2834.16
18	2	35	8	14.00	241.00	3412.00	15.00	3070.34
18	2	35	8	10.00	241.00	1126.00	15.00	2265.40
18	2	35	8	18.00	241.00	1389.00	15.00	3947.58
18	2	35	8	17.00	241.00	3144.00	15.00	4097.00
18	2	35	8	13.00	241.00	2053.00	15.00	2851.03
19	2	35	8	15.00	1.00	2808.00	0.00	14.40
19	2	35	8	10.00	1.00	1447.00	0.00	9.50
19	2	35	8	8.00	1.00	2486.00	0.00	8.56
19	2	35	8	8.00	1.00	1896.00	0.00	8.64
19	2	35	8	12.00	1.00	1291.00	0.00	12.48
19	2	35	8	14.00	1.00	2503.00	0.00	13.72
19	2	35	8	10.00	1.00	3717.00	0.00	9.30
19	2	35	8	18.00	1.00	698.00	0.00	16.38
19	2	35	8	17.00	1.00	3851.00	0.00	16.49
19	2	35	8	13.00	1.00	378.00	0.00	12.87
20	2	35	8	15.00	1.00	2276.00	0.00	14.85
20	2	35	8	10.00	1.00	3718.00	0.00	9.70
20	2	35	8	8.00	1.00	2645.00	0.00	8.08
20	2	35	8	8.00	1.00	2428.00	0.00	8.32
20	2	35	8	12.00	1.00	1968.00	0.00	11.88
20	2	35	8	14.00	1.00	3283.00	0.00	14.70
20	2	35	8	10.00	1.00	1063.00	0.00	9.90
20	2	35	8	18.00	1.00	1934.00	0.00	17.46
20	2	35	8	17.00	1.00	80.00	0.00	18.02
20	2	35	8	13.00	1.00	1381.00	0.00	12.22
21	2	35	8	15.00	1.00	1917.00	0.00	15.45
21	2	35	8	10.00	1.00	361.00	0.00	10.20
21	2	35	8	8.00	1.00	1778.00	0.00	8.00
21	2	35	8	8.00	1.00	1130.00	0.00	8.24
21	2	35	8	12.00	1.00	3536.00	0.00	11.28
21	2	35	8	14.00	1.00	2269.00	0.00	15.26
21	2	35	8	10.00	1.00	3972.00	0.00	9.60
21	2	35	8	18.00	1.00	3071.00	0.00	16.20
21	2	35	8	17.00	1.00	1388.00	0.00	16.32
21	2	35	8	13.00	1.00	949.00	0.00	13.65
22	2	35	8	15.00	1.00	1215.00	0.00	16.05
22	2	35	8	10.00	1.00	978.00	0.00	10.90
22	2	35	8	8.00	1.00	2423.00	0.00	8.08
22	2	35	8	8.00	1.00	3642.00	0.00	7.36
22	2	35	8	12.00	1.00	2348.00	0.00	12.00
22	2	35	8	14.00	1.00	1381.00	0.00	13.58
22	2	35	8	10.00	1.00	461.00	0.00	10.40
22	2	35	8	18.00	1.00	3966.00	0.00	17.64
22	2	35	8	17.00	1.00	1213.00	0.00	18.53
22	2	35	8	13.00	1.00	491.00	0.00	12.61
23	2	35	8	15.00	1.00	1783.00	0.00	16.35
23	2	35	8	10.00	1.00	2428.00	0.00	9.70
23	2	35	8	8.00	1.00	815.00	0.00	8.00
